ph,Solids,Turbidity,Potability
7,207.913189807470,2.9631353806316400,0
3.71608007538699,186.300578579703,4.500656274942410,0
8.099124189298400,199.095417322924,3.0559337496641700,0
8.316765884214680,220.184174407753,4.628770536837080,0
9.092223456290970,179.78986338926,4.075075425430030,0
5.584086638456090,287.48687739046,2.5597082275565200,0
10.223862164528800,287.497165435282,2.672988736934780,0
8.635848718500730,136.720917639016,4.401424715445480,0
7,142.855838542245,3.5950171809576200,0
11.180284470721600,254.84508490988,4.370561936655500,0
7.360640105838260,324.526144091439,3.6622917828524600,0
7.974521648923870,187.67656681814,4.011718108339790,0
7.119824384264550,187.308136533427,3.445756223321900,0
7,273.313619619278,4.413974182974900,0
7.49623220797336,283.88004886737,4.777382337225380,0
6.347271760539320,410.65234764539,4.376348290691900,0
7.051785800016850,309.806007867889,4.268428857506190,0
9.181560007151540,240.41326280061,4.503660796179120,0
8.975464347533960,194.603981312321,2.4360855903052700,0
7.371050302429530,256.303200369997,2.5602991476149100,0
7,223.05567413741,4.13342264357917,0
6.660212026118100,309.443635912427,3.7497012410996200,0
7,171.072242258276,5.459250956028730,0
3.902475685915100,211.675000989688,4.528522696326910,0
5.400301780729470,172.665934219231,4.824786389767520,0
6.514415093251680,212.187028711902,5.200885076539760,0
3.4450618643852100,334.2476867849,4.184396969028850,0
7,132.249356389770,4.004871127571580,0
7,263.629650123093,3.9915642477993100,0
7,151.93413473967,6.0381849531835900,0
7.181448580829180,151.962299874838,5.088859989138800,0
9.82548990813439,196.778924655520,2.857472426051180,0
10.433290982804400,223.268920457187,5.057310516515730,0
7.414148196336240,325.558525370737,3.160624468232640,0
7,147.872062648582,5.029166724080740,0
5.115817063771220,196.205453286122,3.9020887676437500,0
3.641629777473380,247.520724597554,3.4643530351550200,0
5.618064405909150,172.81975168412,2.8965469413044700,0
7,199.422732181848,2.90756391519334,0
9.267187530763550,246.837235660297,4.324004645618280,0
7,117.039239070479,3.510004044590530,0
5.331940479018540,166.588765031636,4.434820257956550,0
7.145771545218820,287.803404316327,5.182590703980230,0
9.920691058768150,99.739340592085,4.69070723013249,0
4.758439424671480,215.684287790359,4.542801461749180,0
5.702925976824720,356.06440176808,4.137739016206610,0
6.953864225511060,105.75186280889,3.195710328196260,0
10.68296642580600,157.587406213889,3.9997753815500600,0
7,344.158531458731,4.40558600033858,0
8.757257397440990,215.362246874454,3.6261354416122300,0
7,274.92307306588,3.0480572231069800,0
7.80963189801941,120.135506287645,2.447444463910630,0
6.652488090855710,198.717884483059,3.7420904263496700,0
9.147197055336920,119.206108356462,3.7945315911032100,0
10.560744636218200,217.836510333634,3.9646863500221300,0
7.484254837727470,306.166151488537,4.781188176562560,0
8.520806572970300,287.7965001103,3.9406045297946800,0
4.999413810796920,243.238659030459,4.460683931737440,0
7,169.636250117375,4.4053857056590300,0
7,205.572404317522,4.089907689677870,0
3.9060783549561700,321.447999336183,3.902879711657460,0
6.391353623832180,209.654783088536,3.92374916929651,0
7,357.296927086303,3.8556022119167000,0
8.692092012708040,246.562396794446,4.477960248233930,0
8.085759800882220,326.539103602676,4.068688909481670,0
6.2039777022783500,218.15074147906,5.215689206119040,0
5.058108868565140,348.7393452287,5.106655774420080,0
7,274.20167424582,4.620793451653220,0
7,128.304841337754,3.4397400415499200,0
7.261550522070720,249.647777030965,3.636364182680500,0
7.16046723080874,67.433460655304,3.8848910441472800,0
5.704764776213020,332.23581528750,4.157533407489740,0
6.21727313516034,194.60382818988,5.325833445695800,0
8.679934969964190,229.84050951482,3.873470298448300,0
7,148.59466424284,4.655916598688820,0
6.897322141100200,256.507776431203,5.022783630004570,0
3.514545528745280,230.296636135636,3.762615331099370,0
3.72250048593372,379.62167991261,3.6628377319913600,0
6.455004797496720,244.680483903546,2.2934314064128600,0
7.316804753880920,319.033998115322,3.508372649783600,0
1.844538366498840,286.895957776829,5.013463351103730,0
5.519125656437610,125.31601921065,3.758995860323920,0
7.408985466924610,95.661222701692,3.772420927989510,0
5.976769618087600,272.679818609542,2.9946710955082200,0
6.395359131671060,238.272750154029,4.191217514711700,0
6.209642259708480,131.167077117870,3.6125196149467100,0
6.762832521891740,271.593843452335,4.916579160751280,0
9.91871706385417,214.702783054133,3.385508443856720,0
10.15544017022190,126.523629786581,5.002467259922080,0
8.721726710620580,286.080520763725,2.5550269039968700,0
7,171.533061634521,4.383921813522320,0
7,297.219116303501,3.355164642176160,0
6.099646705468390,204.16840996191,3.1727897691528800,0
9.026787719511630,279.65072145928,2.0190420182011700,0
6.953371603389550,116.091090545278,3.651865808422900,0
6.140877556947860,266.87874483334,5.359460295012960,0
7.077874006530460,238.733782101337,4.764508264921450,0
5.488314309012510,214.851531951911,5.066786271784540,0
7.205559174588730,246.278675604689,3.710053125679870,0
9.177869865892430,208.683312189988,3.1087699879134500,0
4.270716194733740,244.052505349528,3.763905902952330,0
7.348844511550610,115.190465273566,4.880875156180850,0
